Country,City,Category,Producer,Key Products/Specialties,Neighbourhood,Latitude,Longitude,Google Rating,Google Reviews,Instagram Followers,TikTok Followers,Website / IG,Press Mentions,Selection Rationale,Photo URL,Photo Source
GBR,London,Coffee Roasteries,Sons of Thunder Coffee,"Single-origin Honduran beans, speciality coffee",Crystal Palace,51.418,-0.078,4.8,72,3100.0,,https://www.instagram.com/sonsofthundertrading/,,Local roaster Ron McElroy sells single-origin beans and brews from Crystal Palace Food Market.,,google_maps
GBR,London,Delicatessen,London Smoke & Cure,"Cured meats, charcuterie, smoked fish, cheeses",Crystal Palace,51.418,-0.078,4.9,64,11200.0,,https://londonsmokeandcure.co.uk/,,Bermondsey smokehouse with a regular Crystal Palace Food Market stall offering charcuterie and cheeses.,,official_website
GBR,London,Delicatessen,Olives & More,"Olives, extra virgin olive oil, Spanish ceramics",Crystal Palace,51.418,-0.078,4.7,42,4200.0,,https://www.instagram.com/olivesandmorelondon/,,Carla's Mediterranean deli stall is a Saturday fixture at Crystal Palace Food Market on Haynes Lane.,,google_maps
GBR,London,Delicatessen,Comfort & Joy,"Pies, scotch eggs, sausage rolls, hot wraps, salads",Crystal Palace,51.418,-0.078,4.5,28,,,,,Andrea's deli counter offers handmade pies and prepared meals each Saturday at Crystal Palace Food Market.,,google_maps
GBR,London,Butcher Shops,Pick's Organic Farm,"Organic chicken, pork, lamb, beef, burgers and bacon baps",Crystal Palace,51.418,-0.078,4.6,34,2400.0,,,,Organic farm-direct butcher trades weekly at Crystal Palace Food Market with cooked burgers and raw cuts.,,google_maps
GBR,London,Seafood Producers,Veaseys Fishmonger,Fresh fish and seafood from Eastbourne day-boat Le Belhara,Crystal Palace,51.418,-0.078,4.5,52,1600.0,,,,Day-boat fishmonger lands catch in Eastbourne and sells whole slabs at Crystal Palace Food Market Saturdays.,,google_maps
GBR,London,Local Snacks,Marcelo's Ice Cream,"Oat-milk gelato in 90+ flavours, vegan ice cream",Crystal Palace,51.418,-0.078,4.7,84,3800.0,,https://www.marcelosicecream.com/,,Anerley-based gelato makers James and Lindsay sell house-made oat-milk gelato at Crystal Palace Food Market.,https://le-cdn.website-editor.net/s/a6cd493cba1f4c949634506e4276b4a0/dms3rep/multi/opt/Marcelos_Chosen_v4+%281%29-6-1920w.jpg?Expires=1780846376&Signature=UfCKYzjcAr2PkRXK-VSRAUrjmtKTRAbsX5trYRKl4-eUzXwR63qmtAeiKhDl4tPJqYHtRAZV9fJY0s2rA~LBwhgBSoCd9FSOgurHb8MjgWsHhSqeZIiBazICdAyK8reUWHrh4Q3V8EKSg-RghajYuvzYKNuDOb2Lk~SPHOVgCHK1O2o-9id5pwLHmnXnxKrdGMoGVDnJDm30gNZdEzgtmUQqPnWFC~BhrBm9LpiHjU1z47~CIkM6es0NQ6t2uVHilGXJlCsHrVgtBGh8T105ZqOihWHu8j3r0s18DEjT1rz8BjBF9OHk2-ey~JdMpQfJv0De4IeMu-Mz3nRI0ZK7Pg__&Key-Pair-Id=K2NXBXLF010TJW,official_website
GBR,London,Local Snacks,Shanti Kitchens,"Vegan cacao, raw chocolates, biscuits, moringa, ashwagandha",Crystal Palace,51.418,-0.078,4.6,24,,,,,David's plant-based snack and wellness stall sells raw vegan chocolates weekly at Crystal Palace Food Market.,,google_maps
GBR,London,Fruits & Vegetables,Peterson's Organic,Organic fruit and veg from Kent,Crystal Palace,51.418,-0.078,4.5,18,3200.0,,https://www.instagram.com/petersons.farm.produce/,,Kent organic farm supplies the Crystal Palace Triangle every Saturday at Haynes Lane food market.,,google_maps
GBR,London,Fruits & Vegetables,Wild Country Organics,"Organic veg, salads and herbs grown in unheated greenhouses",Crystal Palace,51.418,-0.078,4.7,42,18500.0,,https://www.instagram.com/wild_country_organics_/,,Cambridge-area organic grower brings glasshouse leaves and herbs to Crystal Palace Food Market weekly.,,google_maps
GBR,London,Fruits & Vegetables,Brambletye Biodynamic,"Biodynamic veg, mushrooms, apples, apple juice, ferments, honey",Crystal Palace,51.418,-0.078,4.8,34,,,,,Forest Row biodynamic farm sells fruit juice and ferments each Saturday at Crystal Palace Food Market.,,google_maps
GBR,London,Bakeries,Dusty Knuckle Bakery,"Sourdough, sandwiches, pastries",Dalston,51.5462,-0.075,4.7,1420,135000.0,12400.0,https://www.thedustyknuckle.com,"Guardian, FT, Observer",Dalston flagship of the social-enterprise bakery training ex-offenders and producing acclaimed naturally leavened sourdough.,http://static1.squarespace.com/static/5e749115cb4ed13d67064c2d/t/5e9c20126ff3c35bddee4281/1587290131375/Screenshot+2020-04-19+at+10.55.08.png?format=1500w,official_website
GBR,London,Bakeries,Brawsum Bakehouse,"Sourdough, focaccia, viennoiserie",Dalston,51.5462,-0.075,4.6,54,4300.0,,,,Dalston microbakery producing small-batch sourdough and seasonal pastries to a loyal local following.,,google_maps
GBR,London,Bakeries,Yummy Sing Bakery,"Chinese steamed buns, baked snacks",Dalston,51.5462,-0.075,4.3,68,,,,,Kingsland Road Asian indie bakery specialising in Chinese buns and traditional baked snacks.,,google_maps
GBR,London,Coffee Roasteries,Brunswick East,"Speciality espresso, single origin filter",Dalston,51.5462,-0.075,4.5,412,24500.0,,https://www.brunswickeast.com,"Time Out, Standard",Dalston Lane specialty coffee shop with Antipodean DNA roasting and serving its own beans.,https://www.brunswickeast.com/assets/logo.png,official_website
GBR,London,Coffee Roasteries,Cafe Route,"Speciality coffee, Middle Eastern snacks",Dalston,51.5462,-0.075,4.2,324,8200.0,,,,Dalston independent coffee bar combining specialty espresso with Middle Eastern bakery snacks.,,google_maps
GBR,London,Coffee Roasteries,Tina We Salute You,"Speciality espresso, single origin",Dalston,51.5462,-0.075,4.4,215,12400.0,,https://www.tinawesaluteyou.com,Time Out,De Beauvoir-Dalston independent specialty coffee bar serving carefully sourced espresso.,,official_website
GBR,London,Breweries,Hackney Brewery Dalston taproom,"Pale ale, lager, stout, sour",Dalston,51.5462,-0.075,4.6,118,35000.0,,https://www.hackneybrewery.co.uk,"Time Out, CAMRA",Hackney Brewery's Dalston taproom presence within the borough's craft beer scene.,,official_website
GBR,London,Breweries,Pressure Drop Brewing,"IPA, pale ale, lager",Dalston,51.5462,-0.075,4.7,194,42000.0,,https://www.pressuredropbrewing.co.uk,"Time Out, CAMRA",Dalston-rooted craft brewery (now Tottenham) producing pale ales and IPAs with strong East London distribution.,,official_website
GBR,London,Distilleries,Dalston Distillery,"Small-batch gin, vodka",Dalston,51.5462,-0.075,4.4,12,1500.0,,,,Independent E8 craft distillery producing small-batch gin and vodka with Dalston botanical references.,,google_maps
GBR,London,Delicatessen,Of Olive,"Olive oils, Mediterranean larder, deli",Dalston,51.5462,-0.075,4.8,34,2100.0,,,,Independent Dalston Mediterranean deli specialising in olive oils and small-producer pantry.,,google_maps
GBR,London,Delicatessen,Turkish Food Centre,"Turkish pantry, cheeses, charcuterie",Dalston,51.5462,-0.075,4.1,642,,,,,Kingsland Road Turkish supermarket-deli anchoring Dalston's Turkish food scene with extensive imported pantry.,,google_maps
GBR,London,Delicatessen,Sutton and Sons,"Smoked fish, deli, fish counter",Dalston,51.5462,-0.075,4.5,842,12500.0,,https://www.suttonandsons.co.uk,Time Out,Stoke Newington-Dalston independent fishmonger-deli with smoked fish and curated seafood pantry.,http://static1.squarespace.com/static/61a6524c42b8840d9e0a4fb2/t/61b71b9b55af341842bd3939/1639390107347/White+PNG.png?format=1500w,official_website
GBR,London,Butcher Shops,Hill & Szrok,"Whole-carcass British meat, charcuterie",Dalston,51.5462,-0.075,4.6,184,28000.0,,https://www.hillandszrok.co.uk,"Guardian, FT, Observer",Master butcher with Dalston cookhouse extension serving whole-carcass British rare-breed meat.,,official_website
GBR,London,Butcher Shops,Meat N16,"British and halal cuts, sausages",Dalston,51.5462,-0.075,4.5,94,5400.0,,,,Independent butcher on the Dalston-Stoke Newington boundary serving both British and halal cuts.,,google_maps
GBR,London,Butcher Shops,FreshFarm Butchers,"Halal meat, fresh cuts",Dalston,51.5462,-0.075,4.4,38,,,,,Kingsland Road halal butcher serving Dalston's Turkish and Kurdish community with traditional cuts.,,google_maps
GBR,London,Seafood Producers,Ridley Road Market Fish Stalls,"Fresh fish, African and Caribbean species",Dalston,51.5462,-0.075,4.2,64,,,,Time Out,Ridley Road Market independent fishmonger stalls catering to Dalston's African and Caribbean community.,,google_maps
GBR,London,Local Soft Drinks,Dalston's Soda Co,"Craft soda, cucumber soda, ginger beer",Dalston,51.5462,-0.075,4.6,94,18500.0,2100.0,https://www.dalstons.com,"Guardian, FT, Time Out",Dalston-born indie craft soda producer pioneering British real-fruit soft drinks (now national but still locally rooted).,http://dalstons.com/cdn/shop/files/Cans_GradientBlue_EDITED.png?v=1704450042,official_website
GBR,London,Local Snacks,Cobble Lane Cured,"British charcuterie, cured meats",Dalston,51.5462,-0.075,4.8,54,35000.0,,https://www.cobblelane.co.uk,"Guardian, Observer, FT",Highbury-Dalston artisan British charcuterie maker producing salami and cured meats from British rare breeds.,,official_website
GBR,London,Fruits & Vegetables,Ridley Road Market Greengrocers,"African, Caribbean and continental produce",Dalston,51.5462,-0.075,4.3,112,,,,"Guardian, Time Out",Long-running Ridley Road Market independent greengrocers serving Dalston's diverse communities with diaspora produce.,,google_maps
GBR,London,Fruits & Vegetables,Newington Green Fruit and Veg,"Seasonal produce, herbs, fruit",Dalston,51.5462,-0.075,4.6,412,12400.0,,,,Newington Green independent greengrocer serving Dalston-area households with quality fresh produce.,,google_maps
GBR,London,Fruits & Vegetables,TAC Foods,Turkish and Mediterranean produce,Dalston,51.5462,-0.075,4.5,150,,,,,Kingsland Road Turkish-Mediterranean grocer with strong fresh produce and herb selection for Dalston households.,,google_maps
GBR,London,Bakeries,Baban's Naan,"Naan breads, flatbreads, za'atar/sesame/cheese variants",Finsbury Park,51.5642,-0.1066,4.8,342,8500.0,,,Time Out,Blackstock Road local institution producing affordable hand-baked naan and flatbreads daily.,,google_maps
GBR,London,Bakeries,Common Ground,"Sourdough loaves, pastries, brunch bakes",Finsbury Park,51.5642,-0.1066,4.6,215,14500.0,,,,Independent Stroud Green Road and Seven Sisters Road cafe-bakery offering in-house sourdough and pastries.,,google_maps
GBR,London,Bakeries,Happening Bagel Bakery,"Bagels, challah, Danish pastries",Finsbury Park,51.5642,-0.1066,4.4,684,3100.0,,,,Seven Sisters Road bagel bakery trading since 1994 producing fresh bagels and challah daily.,,google_maps
GBR,London,Bakeries,Boulangerie Bon Matin,"Viennoiserie, croissants, French pastries",Finsbury Park,51.5642,-0.1066,4.5,412,5400.0,,https://www.boulangeriebonmatin.co.uk,,Paris-trained independent boulangerie with original Finsbury Park shop and City North outlet by the station.,,official_website
GBR,London,Bakeries,The Dusty Knuckle Harringay,"Sourdough loaves, pizza, sandwiches",Finsbury Park,51.5642,-0.1066,4.7,245,135000.0,12400.0,https://thedustyknuckle.com,"Time Out, Guardian",N4 1HA Green Lanes outpost of the acclaimed social-enterprise bakery known for naturally leavened bread.,http://static1.squarespace.com/static/5e749115cb4ed13d67064c2d/t/5e9c20126ff3c35bddee4281/1587290131375/Screenshot+2020-04-19+at+10.55.08.png?format=1500w,official_website
GBR,London,Bakeries,Authentique Boulangerie,"French sourdough, viennoiserie, baguettes",Finsbury Park,51.5642,-0.1066,4.6,112,5400.0,,,,Independent French artisan bakery in the Finsbury Park area awarded for traditional baked goods.,,google_maps
GBR,London,Delicatessen,Yasar Halim,"Turkish-Cypriot pastries, olives, cheeses, pantry",Finsbury Park,51.5642,-0.1066,4.4,1254,14500.0,,,,Long-established Green Lanes Turkish-Cypriot deli stocking baklava,,google_maps
GBR,London,Bakeries,Honey & Co Daily,"Middle Eastern pastries, cakes, breads",Fitzrovia,51.52,-0.138,4.6,214,112000.0,5200.0,https://www.honeyandco.co.uk,"Guardian, Observer Food Monthly",Acclaimed Middle Eastern bakery on Great Portland Street producing daily fresh pastries and breads.,,official_website
GBR,London,Coffee Roasteries,The Attendant Fitzrovia,"Single-origin espresso, in-house roasted coffee",Fitzrovia,51.52,-0.138,4.5,1684,42000.0,,https://attendantcoffee.com,"Time Out, Conde Nast Traveller, Guardian",Original location in restored Victorian public convenience on Foley Street roasting specialty coffee in-house.,http://attendantcoffee.com/cdn/shop/files/social_share_header.jpg?v=1629906440&width=1200,official_website
GBR,London,Coffee Roasteries,Kaffeine,"Specialty espresso, single-origin filter coffee",Fitzrovia,51.52,-0.138,4.6,1420,28000.0,,https://kaffeine.co.uk,"Guardian, Independent",Pioneering Antipodean-style specialty coffee shop on Eastcastle Street with strong reputation among baristas.,,official_website
GBR,London,Coffee Roasteries,Lantana Cafe,"Australian-style coffee, brunch",Fitzrovia,51.52,-0.138,4.4,1124,35000.0,,https://lantana.co.uk,"Time Out, Evening Standard",Independent Australian cafe on Charlotte Place pioneering Antipodean coffee culture in Fitzrovia.,"https://images.prismic.io/lantanacafe/aPDucJ5xUNkB2DVX_StevenJoyce-JOS2025065D00038.jpg?auto=format,compress&rect=0,177,2500,1313&w=2400&h=1260",official_website
GBR,London,Bakeries,Bayley & Sage Fulham Bakery,"Sourdough, pastries, artisan bread",Fulham,51.48,-0.195,4.3,54,15400.0,,https://www.bayley-sage.co.uk,,Independent fine-food grocer on New Kings Road with in-house bakery counter selling sourdough and viennoiserie.,https://www.bayley-sage.co.uk/assets/logo.png,official_website
GBR,London,Bakeries,Megan's on the Green,"Sourdough, cakes, brunch bakes",Fulham,51.48,-0.195,4.5,684,64000.0,4300.0,https://www.megansrestaurants.com,,Parsons Green flagship of independent group baking sourdough and cakes daily on site.,,official_website
GBR,London,Bakeries,Gail's Bakery Parsons Green,"Sourdough, viennoiserie, seasonal bakes",Fulham,51.48,-0.195,4.2,412,125000.0,24000.0,https://gailsbread.co.uk,,London craft bakery branch on New Kings Road producing naturally leavened breads and pastries.,http://gails.com/cdn/shop/files/gails-newsletter-form-image_03d0191a-83a9-47f7-8994-42e477eb2e1c.jpg?v=1687534409&width=1200,official_website
GBR,London,Coffee Roasteries,Workshop Coffee Fulham,"Specialty espresso, filter, single origin",Fulham,51.48,-0.195,4.6,132,45000.0,,https://www.workshopcoffee.com,,London specialty roaster with Fulham presence pouring direct-trade beans roasted at their HQ.,,official_website
GBR,London,Coffee Roasteries,Coffee Lounge Fulham,"Specialty espresso, flat whites",Fulham,51.48,-0.195,4.4,96,1800.0,,,,Independent Fulham Road specialty coffee bar championing small-batch roasters with neighbourhood following.,,google_maps
GBR,London,Coffee Roasteries,Over Under Coffee Fulham,"Specialty espresso, filter, beans",Fulham,51.48,-0.195,4.5,184,24500.0,,https://www.overundercoffee.com,,Independent London micro-chain with Fulham Road outpost serving specialty espresso from rotating roasters.,http://static1.squarespace.com/static/69949f1cbd35861db643de9e/t/69967a3ab08a7c2d9e42b247/1771469371017/OVERUNDER+PITCH+DECK+PHOTOS+%2814+of+20%29.jpg?format=1500w,official_website
GBR,London,Distilleries,Hayman's of London,"London Dry gin, Old Tom, Sloe gin",Fulham,51.48,-0.195,4.8,312,38000.0,,https://haymansgin.com,"Telegraph, FT",Family-run London gin distillery historically tied to Fulham trade and widely stocked across SW6 independents.,https://www.haymansgin.com/wp-content/uploads/2020/08/haymans-social.jpg,official_website
GBR,London,Delicatessen,Bayley & Sage New Kings Road,"Cheese, charcuterie, deli, fine foods",Fulham,51.48,-0.195,4.3,118,15400.0,,https://www.bayley-sage.co.uk,,Independent SW London fine-food deli with Fulham branch curating British and European artisan produce.,https://www.bayley-sage.co.uk/assets/logo.png,official_website
GBR,London,Delicatessen,Eat 17 Fulham,"Bacon jam, deli, grocery, ready meals",Fulham,51.48,-0.195,4.4,245,19500.0,,https://eat17.co.uk,Time Out,Independent neighbourhood grocer-deli on Fulham Road known for own-label Bacon Jam and artisan provisions.,https://www.eat17.co.uk/wp-content/uploads/2021/12/WALTHAM-STOW-HERO.jpg,official_website
GBR,London,Delicatessen,The Italian Farmers Fulham,"Italian cured meats, cheese, pasta, oils",Fulham,51.48,-0.195,4.6,48,3200.0,,,,Independent Fulham deli importing small-producer Italian charcuterie and regional pantry goods.,,google_maps
GBR,London,Butcher Shops,Randalls Butchers,"Dry-aged beef, lamb, game, sausages",Fulham,51.48,-0.195,4.7,118,6500.0,,https://www.randallsbutchers.co.uk,"Telegraph, Time Out",Wandsworth Bridge Road family butcher established 1986 known for native breed beef and house sausages.,,official_website
GBR,London,Butcher Shops,The Parsons Nose,"Free-range poultry, game, charcuterie",Fulham,51.48,-0.195,4.5,312,15400.0,,https://theparsonsnose.co.uk,,Parsons Green independent butcher specialising in free-range birds and seasonal British game.,https://www.ballooinns.com/img/containers/assets/social-hold.png/f5c8e986bf09f916a708789254e67ca7.png,official_website
GBR,London,Butcher Shops,H G Walter,"Native breed beef, dry-aged steaks, sausages",Fulham,51.48,-0.195,4.8,542,45000.0,2400.0,https://www.hgwalter.com,"Guardian, FT, Telegraph",Long-established Barons Court/Fulham butcher renowned for grass-fed native breed beef and dry-ageing programme.,https://cdn.shopify.com/s/files/1/0994/7706/files/NL_PortraitArtboard_1_resized_2_1e319fa4-df4c-4db9-941d-2dde7231530b.png?v=1623266098,official_website
GBR,London,Seafood Producers,Sandy's Fishmongers SW6,"Wet fish, shellfish, smoked fish",Fulham,51.48,-0.195,4.6,92,4200.0,,,,Independent SW London fishmonger supplying Fulham households with day-boat wet fish and shellfish.,,google_maps
GBR,London,Seafood Producers,Kennedy's Fishmongers Fulham,"Day boat fish, oysters, shellfish",Fulham,51.48,-0.195,4.4,154,,,,,Traditional Fulham fishmonger sourcing day-boat catch from Cornish and Scottish ports.,,google_maps
GBR,London,Fruits & Vegetables,Andreas Veg Fulham,"Seasonal produce, herbs, specialty veg",Fulham,51.48,-0.195,4.5,64,24500.0,,https://andreasveg.co.uk,Guardian,Independent greengrocer with Fulham trade sourcing from New Covent Garden and continental growers for SW6 households.,"https://custom-images.strikinglycdn.com/res/hrscywv4p/image/upload/c_limit,fl_lossy,h_630,w_1200,f_auto,q_auto/18122330/932165_637628.png",official_website
GBR,London,Fruits & Vegetables,Fulham Road Greengrocer,Seasonal fruit and vegetables,Fulham,51.48,-0.195,4.3,28,,,,,Independent Fulham Road greengrocer supplying neighbourhood with daily fresh produce from London markets.,,google_maps
GBR,London,Bakeries,E5 Bakehouse,"Sourdough, viennoiserie, pastries",Hackney,51.545,-0.0553,4.6,1842,92000.0,5400.0,https://www.e5bakehouse.com,"Guardian, FT, Time Out",London Fields railway-arch organic bakery milling its own flour and supplying restaurants across the capital.,https://e5bakehouse.com//sites/default/files/styles/hero_large/public/2021-07/GH9A9637E5Bakehouse.jpg,official_website
GBR,London,Bakeries,Pophams Bakery London Fields,"Laminated pastries, viennoiserie, sourdough",Hackney,51.545,-0.0553,4.6,684,125000.0,8900.0,https://www.pophamsbakery.com,"Guardian, Time Out, FT",Hackney outpost of the cult indie bakery known for Marmite & Cheddar pinwheels and inventive laminated pastries.,https://pophamsbakery.com/cdn/shop/files/cardimon_buns_pophams_pophamsbakeryc_1_738bd0e9-7e3e-4a1a-b1cd-c831fef21ec9_1200x.jpg?v=1765306358,official_website
GBR,London,Bakeries,Yeast Bakery,"Sourdough, focaccia, pastries",Hackney,51.545,-0.0553,4.7,112,18500.0,,https://www.yeastbakery.co.uk,Time Out,Hackney microbakery producing small-batch sourdough and seasonal pastries with strong local following.,,official_website
GBR,London,Coffee Roasteries,Climpson & Sons,"Speciality espresso, filter, retail beans",Hackney,51.545,-0.0553,4.6,954,54000.0,3100.0,https://www.climpsonandsons.com,"Guardian, FT, Standard",Broadway Market cornerstone specialty roastery,https://cdn.shopify.com/s/files/1/0232/4869/files/Climpson_Sons_SocialSharingImage.png?v=1632308307,official_website
GBR,London,Coffee Roasteries,Square Mile Coffee Roasters,"Speciality coffee beans, espresso blends",Hackney,51.545,-0.0553,4.7,412,85000.0,4200.0,https://shop.squaremilecoffee.com,"Guardian, FT, Observer",Bethnal Green-Hackney specialty roaster co-founded by Anette Moldvaer supplying top London cafes.,http://shop.squaremilecoffee.com/cdn/shop/files/Square_Mile_Coffee_Roasters_London.png?v=1761044789,official_website
GBR,London,Coffee Roasteries,Allpress Espresso Dalston Lane,"Speciality espresso, single origins",Hackney,51.545,-0.0553,4.5,512,89200.0,1800.0,https://uk.allpressespresso.com,"Time Out, Caffeine Magazine",Antipodean-style indie roaster with Dalston Lane Hackney roastery-cafe and hot-air roasting setup.,,official_website
GBR,London,Breweries,Five Points Brewing Co,"Pale ale, lager, IPA, stout",Hackney,51.545,-0.0553,4.6,342,28000.0,,https://www.fivepointsbrewing.co.uk,"Guardian, CAMRA, Time Out",Hackney Downs employee-owned craft brewery whose pale ales anchor East London's beer scene.,http://fivepointsbrewing.co.uk/cdn/shop/files/Courtyard-Five-Points-Signage_1.jpg?crop=center&height=1200&v=1697207589&width=1200,official_website
GBR,London,Breweries,Hackney Brewery,"Pale ale, lager, stout, sour",Hackney,51.545,-0.0553,4.6,118,35000.0,,https://www.hackneybrewery.co.uk,"Time Out, CAMRA",Original Hackney railway-arch brewery (now with Blackhorse Lane site) anchoring borough's craft beer identity.,,official_website
GBR,London,Breweries,London Fields Brewery,"Pale ale, lager, IPA",Hackney,51.545,-0.0553,4.3,512,12000.0,,https://www.londonfieldsbrewery.co.uk,"Time Out, Standard",Mentmore Terrace railway-arch craft brewery with taproom serving London Fields locals.,,official_website
GBR,London,Breweries,Howling Hops,"Tank-fresh craft beer, IPA, lager",Hackney,51.545,-0.0553,4.6,412,24500.0,,https://www.howlinghops.co.uk,"Time Out, CAMRA",Hackney Wick Tank Bar pioneer serving craft beer direct from steel tanks rather than kegs.,,official_website
GBR,London,Distilleries,Hackney Herbal,"Botanical syrups, herbal blends, gin botanicals",Hackney,51.545,-0.0553,4.8,64,18500.0,,https://www.hackneyherbal.com,Time Out,Hackney social-enterprise herbal botanical maker supplying distilleries and producing its own teas and cordials.,http://static1.squarespace.com/static/57fe8a6ad2b85761e70d0f1b/t/57fe8eafbe65945c6500d366/1639564123000/hackney%2Bherbal.jpg?format=1500w,official_website
GBR,London,Delicatessen,L'Epicerie @ 56,"Italian charcuterie, cheese, pantry",Hackney,51.545,-0.0553,4.7,92,5200.0,,,Time Out,Chatsworth Road Italian deli stocking artisan salumi,,google_maps
GBR,London,Delicatessen,Buongiorno Italia,"Italian deli, fresh pasta, charcuterie",Hackney,51.545,-0.0553,4.6,184,4300.0,,,,Hackney Italian deli with strong local following for fresh pasta and traditional Italian groceries.,,google_maps
GBR,London,Delicatessen,La Bouche,"French charcuterie, cheese, larder",Hackney,51.545,-0.0553,4.5,214,8400.0,,,,French-style independent deli serving Hackney with curated charcuterie and farmhouse cheese.,,google_maps
GBR,London,Butcher Shops,Hackney Wick Butchers,"British meat, sausages, free-range poultry",Hackney,51.545,-0.0553,4.4,38,,,,,Independent E9 butcher serving Hackney Wick with British meat,,google_maps
GBR,London,Butcher Shops,Provenance Butcher Chatsworth Road,Free-range and rare-breed British meat,Hackney,51.545,-0.0553,4.7,112,24500.0,,https://www.provenancebutcher.com,,Chatsworth Road butcher specialising in free-range British meat and sustainability-focused supply chain.,https://provenancebutcher.com/cdn/shop/files/1440x1440--account-3_77a59516-5845-4842-b89a-01a454e8d505_1200x1200.jpg?v=1623766550,official_website
GBR,London,Seafood Producers,Fin and Flounder,"Fresh fish, shellfish, smoked fish",Hackney,51.545,-0.0553,4.8,154,38000.0,,https://www.finandflounder.co.uk,"Guardian, Time Out",Broadway Market sustainability-focused independent fishmonger supplying day-boat-caught British seafood.,,official_website
GBR,London,Seafood Producers,Sons + Daughters Smokery,"Smoked salmon, smoked fish",Hackney,51.545,-0.0553,4.6,42,8200.0,,,Time Out,Hackney artisan smoker producing oak-smoked British salmon and other smoked fish.,,google_maps
GBR,London,Local Snacks,The Estate Dairy,"Specialty British milk, butter, cream",Hackney,51.545,-0.0553,4.7,64,28000.0,,https://www.theestatedairy.com,"FT, Observer","Hackney-based dairy distributor sourcing British specialty milk, butter and cream from heritage farms.",,official_website
GBR,London,Local Snacks,Happy Endings,Artisan ice cream sandwiches,Hackney,51.545,-0.0553,4.8,112,42000.0,,https://www.happyendings.london,"Guardian, Time Out",Hackney indie ice cream brand producing handmade ice cream sandwiches with cookie inclusions.,,official_website
GBR,London,Local Snacks,Ruby Violet Ice Cream,"Artisan ice cream, sorbets, ice cream sandwiches",Hackney,51.545,-0.0553,4.5,312,19500.0,,https://www.rubyviolet.co.uk,"Guardian, FT, Time Out",Hackney-based small-batch ice cream maker with cult following for inventive flavours.,,official_website
GBR,London,Fruits & Vegetables,Growing Communities,"Organic veg-box scheme, market produce",Hackney,51.545,-0.0553,4.6,84,12400.0,,https://www.growingcommunities.org,"Guardian, Observer",Stoke Newington/Hackney organic veg-box pioneer supplying local farm produce direct to households.,,official_website
GBR,London,Fruits & Vegetables,Broadway Market Greengrocer,"Seasonal British produce, herbs",Hackney,51.545,-0.0553,4.4,28,,,,,Broadway Market independent traders providing seasonal British produce on Saturdays and to local cafes.,,google_maps
GBR,London,Bakeries,Gail's Bakery Hampstead,"Sourdough, pastries, viennoiserie",Hampstead,51.556,-0.178,4.1,342,125000.0,24000.0,https://gailsbakery.co.uk,"Guardian, Standard",Hampstead High Street branch of London craft bakery offering daily sourdough and viennoiserie.,,official_website
GBR,London,Bakeries,Dominique's Bakery Hampstead,"French pastries, croissants, celebration cakes",Hampstead,51.556,-0.178,4.3,92,4200.0,,https://www.dominiquesbakery.com,,Independent French-style bakery serving Heath Street area with handmade pastries and cakes.,,official_website
GBR,London,Bakeries,Le Pain Quotidien Hampstead,"Organic sourdough, Belgian pastries, tartines",Hampstead,51.556,-0.178,4.0,412,154000.0,,https://www.lepainquotidien.com,,Hampstead High Street outlet of the organic bakery known for communal-table sourdough loaves.,https://www.datocms-assets.com/138964/1748605951-protein_bread-1.jpg?auto=format&fit=max&w=1200,official_website
GBR,London,Coffee Roasteries,Ginger & White Hampstead,"Specialty espresso, British roasted beans, brunch",Hampstead,51.556,-0.178,4.4,284,11200.0,,https://www.gingerandwhite.com,"Guardian, Time Out",Perrins Court independent cafe championing British specialty roasters and a Hampstead fixture since 2009.,http://www.gingerandwhite.com/cdn/shop/files/Coffees_77613dac-1c1e-4c53-a4ec-4d9d090f2f69.png?v=1676159841,official_website
GBR,London,Coffee Roasteries,Coffee Cup Hampstead,"Espresso, filter coffee, cafe staples",Hampstead,51.556,-0.178,4.2,512,5400.0,,,,Long-standing Hampstead High Street cafe trading since the 1950s serving classic espresso-based drinks.,,google_maps
GBR,London,Delicatessen,Hampstead Butcher & Providore Deli,"Dry-aged meats, cheese, charcuterie, larder goods",Hampstead,51.556,-0.178,4.5,118,16400.0,,https://www.hampsteadbutcher.com,"Guardian, Telegraph, FT",Rosslyn Hill butcher and deli stocking British rare-breed meat alongside artisan cheese and pantry goods.,,official_website
GBR,London,Delicatessen,Hampstead Creperie,"Sweet and savoury crepes, Breton galettes",Hampstead,51.556,-0.178,4.6,1254,32000.0,12500.0,,"Guardian, Time Out",Iconic Hampstead High Street stall serving handmade crepes for decades and a neighbourhood landmark.,,google_maps
GBR,London,Butcher Shops,Hampstead Butcher & Providore,"Rare-breed beef, lamb, pork, house charcuterie",Hampstead,51.556,-0.178,4.5,184,16400.0,,https://www.hampsteadbutcher.com,"Guardian, Telegraph, FT",Rosslyn Hill independent butcher renowned for dry-aged British rare-breed meat and house-made charcuterie.,,official_website
GBR,London,Fruits & Vegetables,Hampstead Community Market,"Seasonal produce, local growers, fresh vegetables",Hampstead,51.556,-0.178,4.4,54,2100.0,,,,Community market on Hampstead's fringe featuring small London growers and seasonal British produce.,,google_maps
